Time (s),Accel X,Accel Y,Accel Z
1.0728836059570312e-05,-575.0,3632.0,-533.0
0.01566028594970703,-575.0,3598.0,-510.0
0.031171560287475586,-575.0,3598.0,-509.6666666666667
0.04677724838256836,-575.0,3598.0,-500.25
0.062278032302856445,-575.0,3598.0,-500.25
0.07772469520568848,-575.0,3598.0,-500.25
0.09318089485168457,-575.0,3585.8571428571427,-500.25
0.10862135887145996,-575.0,3587.875,-500.25
0.12407660484313965,-575.0,3583.5555555555557,-500.25
0.13956975936889648,-575.0,3592.0,-500.25
0.15507245063781738,-575.0,3588.0,-496.975
0.17051386833190918,-575.0,3590.4,-497.9725
0.1859743595123291,-575.0,3589.6400000000003,-496.86975
0.2014627456665039,-575.0,3588.804,-499.356725
0.21692776679992676,-575.0,3587.8844,-499.26739749999996
0.23235869407653809,-575.0,3586.87284,-499.16913724999995
0.24782562255859375,-575.0,3594.2601240000004,-499.06105097499994
0.2632577419281006,-575.0,3593.4861364,-491.23605097499996
0.2786879539489746,-575.0,3597.93475004,-490.3346560725
0.294219970703125,-575.0,3590.9282250439996,-489.34312167975
0.3096599578857422,-575.0,3590.8210475483997,-488.252433847725
0.3250913619995117,-575.0,3591.1031523032398,-487.3801772324975
0.3405647277832031,-575.0,3591.173467533564,-486.3209449557473
0.35602712631225586,-575.0,3591.32681428692,-485.26606445132194
0.37145304679870605,-575.0,3591.5790957156123,-483.8569983964541
0.38689088821411133,-575.0,3591.9485652871736,-482.3159584860996
0.40239953994750977,-575.0,3592.4561378158905,-480.63064060970953
0.417896032333374,-575.0,3592.2757391974797,-486.4937046706805
0.43337440490722656,-575.0,3592.154699477228,-486.0194700402486
0.44913291931152344,-575.0,3591.576694420951,-490.58600443299855
0.46457886695861816,-575.0,3591.641541358646,-490.7102927083233
0.48049497604370117,-575.0,3591.7235907396707,-488.9850493235509
0.49609971046447754,-575.0,3591.7856345833134,-484.64703160030115
0.511660099029541,-575.0,3591.8468512882887,-484.47964026475654
0.5271258354187012,-575.0,3591.8988549884257,-486.85303381962433
0.5425841808319092,-575.0,3591.930830915707,-484.4673339799789
0.5580196380615234,-575.0,3591.9290574785605,-480.035738131369
0.5734705924987793,-575.0,3591.876349444827,-470.972674070398
0.5889425277709961,-575.0,3591.836410469562,-469.4205710103698
0.6044080257415771,-575.0,3591.8045815687956,-462.7626281114068
0.6198844909667969,-575.0,3591.8273702835795,-459.9802904792476
0.6353461742401123,-575.0,3591.845953176073,-458.8783195271723
0.6508195400238037,-575.0,3591.858189419713,-460.3661514798896
0.6663002967834473,-575.0,3591.865444903354,-457.9380634678484
0.6817610263824463,-575.0,3591.8673042648597,-452.83186981463325
0.6972146034240723,-575.0,3591.864149192503,-452.11505679609655
0.7126693725585938,-575.0,3591.8574810201826,-453.5265624757062
0.728147029876709,-575.0,3591.8503233743454,-459.8792187232768
0.7436091899871826,-575.0,3591.8477207672963,-458.7698731885647
0.7591228485107422,-575.0,3591.8488517970704,-457.70480340638426
0.7745687961578369,-565.7,3591.853278819898,-457.199020935882
0.7900547981262207,-564.77,3591.8558696735295,-456.9208939815454
0.8055086135864258,-563.747,3591.8568613232746,-456.72515142698273
0.8209958076477051,-562.6216999999999,3591.8567285136314,-456.36105142169197
0.8364555835723877,-561.3838699999999,3591.8558568746594,-456.2033502170763
0.8519473075866699,-560.0222569999999,3591.8547121356387,-456.5404982573206
0.8674473762512207,-558.5244826999999,3591.853768429953,-456.98304240344316
0.882927417755127,-556.8769309699999,3591.8533971709303,-457.3286903962168
0.8983879089355469,-555.064624067,3591.853704550588,-457.0736375635108
0.9138467311859131,-553.0710864737,3591.8543029289167,-456.90401400100535
0.9293105602264404,-560.17819512107,3591.8548480421014,-456.8239350604675
0.9447677135467529,-559.626014633177,3591.8550049643222,-456.786426472926
0.9602267742156982,-559.1116160964946,3591.854918493401,-456.77297972206406
0.9756894111633301,-558.648077706144,3591.854724210414,-456.7777625515722
0.9911580085754395,-558.2507154767586,3591.8545237800927,-456.8194336645603
1.0066070556640625,-557.9374000244345,3591.854390470636,-456.88104200930866
1.0220608711242676,-557.7289143268779,3591.8543583041364,-456.91509638450754
1.0375428199768066,-557.6493574895655,3591.8544172915545,-456.90830178261393
1.0530109405517578,-557.7266001415223,3591.854519303616,-456.8662629212537
1.068469524383545,-557.9927977489746,3591.854600778919,-456.845525457028
1.0839064121246338,-558.4849688765019,3591.854630563919,-456.83967660263016
1.0994079113006592,-558.315646252045,3591.8546088161006,-456.8412507568464
1.114891529083252,-558.1846094139319,3591.8545692012785,-456.84673318523846
1.1303558349609375,-558.0919087456756,3591.8545342720668,-456.8541085315559
1.1457877159118652,-558.0362918496287,3591.8545152782317,-456.86174312955427
1.1612746715545654,-558.0148494869159,3591.854514428046,-456.8659740760537
1.1767516136169434,-558.0225944331639,3591.8545268237867,-456.86446728272824
1.1922171115875244,-558.0519624437925,3591.854543675752,-456.85940437255033
1.2076714038848877,-558.0922229392152,3591.8545563141715,-456.85451463154396
1.223130702972412,-558.5195629250629,3591.8545600152274,-456.8533398025729
1.2385985851287842,-556.6202831501654,3591.8545559388576,-456.8541212371274
1.2540762424468994,-556.4338145775318,3591.8545484763517,-456.85556570057713
1.2695362567901611,-556.2456314100805,3591.854542442377,-456.8569971949502
1.2849884033203125,-556.0517336096955,3591.854539766487,-456.85802359592134
1.3004374504089355,-555.8477160960973,3591.8545403159287,-456.85841510235804
1.3159101009368896,-555.6288585207443,3591.8545428196985,-456.85808229963834
1.331392526626587,-555.3902594241271,3591.854545658864,-456.85729312199675
1.3468635082244873,-555.1270259232234,3591.8545475423716,-456.85657570592366
1.3623526096343994,-554.8345322711665,3591.854547929034,-456.85629283926085
1.3778166770935059,-554.1179854982831,3591.85454709052,-456.85647066003264
1.39327073097229,-555.6297840481116,3591.8545457980495,-456.85678374577867
1.4087514877319336,-555.530734137906,3591.854544783968,-456.85704999664375
1.4242393970489502,-555.4404260939435,3591.85454441473,-456.8571984262504
1.439695119857788,-555.3599055623299,3591.854544611965,-456.8572185493805
1.4551403522491455,-555.2907227575932,3591.854545096513,-456.85713804472636
1.470609426498413,-555.235023423743,3591.854545574571,-456.8570103389632
1.486074447631836,-555.1956399140428,3591.8545458500585,-456.8569031428956
1.501532793045044,-555.1761779630343,3591.8545458691783,-456.8568641449856
1.5169894695281982,-555.1810931670154,3591.854545701859,-450.07120657439316
1.5324461460113525,-555.2157492566002,3591.854545479141,-452.28557729046713
1.5479235649108887,-555.325525632432,3591.8545453180027,-453.2999302244639
1.5633785724639893,-555.295099790864,3591.854545269999,-450.414251849886
1.5788283348083496,-555.2715363561598,3591.8545453186016,-444.92854685022155
1.5942671298980713,-555.2546473823814,3591.8545454089885,-438.0428270075966
1.6097445487976074,-555.2441215643865,3591.8545454886917,-436.1613878534182
1.6252467632293701,-555.239461445066,3591.854545527909,-434.09181283428745
1.6407151222229004,-555.2399052471983,3582.8690909704515,-431.81529308381977
1.6561877727508545,-555.2443317805138,3581.9705454824916,-429.31113207791225
1.6716532707214355,-555.2511471622618,3580.982145443823,-433.34224528570337
1.6871023178100586,-555.2581525617863,3579.8949054180184,-428.7764698142737
1.702552080154419,-555.262392892305,3578.6989414119066,-424.95411679570117
1.7180092334747314,-555.2560796182922,3577.3833810212977,-424.6495284752712
1.7334821224212646,-555.2521776010351,3575.936264596427,-426.9144813227984
1.7489409446716309,-555.2502417255226,3578.650810064567,-430.8059294550782
1.7644219398498535,-555.2498011598368,3577.330436530125,-430.08223969982646
1.7798948287963867,-555.2503691193818,3575.8780256342675,-429.4743248844672
1.7953479290008545,-555.2514598868134,3583.2658281976946,-429.01257608948515
1.8108046054840088,-555.2526153507749,3583.30550192042,-428.73230439005164
1.826305866241455,-555.2534437078011,3583.4389975642125,-428.67442162126565
1.842010498046875,-555.253673362355,3583.6846827762515,-428.20763925482186
1.8575127124786377,-555.2532254424118,3584.0636605120744,-428.15075619887665
1.8729736804962158,-555.2523086974224,3584.600132422091,-428.4704201391943
1.888451337814331,-555.2519316053356,3585.32180756217,-428.8525093055865
1.9039039611816406,-555.2519070057656,3581.9539883183875,-429.0463121038653
1.9193615913391113,-555.2520735337899,3582.2843061437698,-428.870350368744
1.9348363876342773,-555.2523007711853,3582.7796931051334,-428.74916143563576
1.9503142833709717,-555.2524939363655,3583.4698598522205,-428.6766450907526
1.9657907485961914,-555.2525973413207,3583.490263017673,-428.64305199087937
1.981304407119751,-555.2525955403753,3583.508739127398,-428.63412675096214
1.9967615604400635,-555.2525107236327,3583.5157132837167,-428.6300972639318
2.01241397857666,-555.2523944597604,3583.4988163344633,-428.6723430648429
2.0279040336608887,-555.2523113614953,3583.442331916702,-428.7245017514395
2.043386936187744,-555.2523116279027,3583.3265518661633,-428.74990991266407
2.058835744857788,-555.2523496301594,3583.1270262965636,-428.7396499733718
2.0742907524108887,-555.2523938925987,3583.2443300943805,-428.7089837603224
2.0897328853607178,-555.2524259284796,3587.415899480003,-428.6928470994802
2.1051807403564453,-555.2524384442089,3587.8795201174908,-428.68721566586476
2.120637893676758,-555.2524328949933,3588.320486144017,-428.6882727233759
